title,subtitle,release_year,genre,duration,maturity_rating,IMDb_rating,rotten_tomatoes_rating,meta_critic_rating,indie_wire_rating,vudu_rating,letterboxd_rating,fandor_rating,film_affinity_rating,trakt_rating,apple_rating,class_movie_rating,ringos_rating,french_films_rating,original_film_rating,allmovie_rating,bluray_rating,movie_insider_rating,reelviews_rating,p_google_likes,box_office,release_date,directors,awards,film_series,producers,budget
Fort Defiance,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,"October 9, 1951 (USA)",Director: John Rawlins,NA,NA,Producer: Frank Melford,NA
Fort Dodge Stampede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Harry Keller,NA,NA,Producer: Harry Keller,NA
Fort Savage Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Ray Nazarro,NA,NA,Producer: Colbert Clark,NA
Fort Worth,NA,NA,NA,NA,NA,6.3,50,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,"July 14, 1951 (USA)",Director: Edwin L. Marin,NA,NA,Producer: Anthony Veiller,NA
Fourteen Hours,NA,NA,NA,NA,NA,7.1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,"March 6, 1951 (USA)",Director: Henry Hathaway,NA,NA,NA,NA
Francis Goes to the Races,NA,NA,NA,NA,NA,6.5,83,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3 million USD (US rentals),NA,Director: Arthur Lubin,NA,Francis the Talking Mule,NA,NA
The Frogmen,NA,NA,NA,NA,NA,6.5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2.1 million USD (US rentals),NA,Director: Lloyd Bacon,NA,NA,NA,NA
Fury of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February 26, 1951 (USA)",Director: William Berke,NA,Jungle Jim,Producer: Sam Katzman,NA
Gambling House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Ted Tetzlaff,NA,NA,Producer: Warren B. Duff,NA
Gasoline Alley,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,4.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Edward Bernds,NA,NA,Producer: Milton Feldman,NA
Gene Autry and the Mounties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: John English,NA,NA,Producer: Armand Schaefer,NA
Ghost Chasers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,Director: William Beaudine,NA,NA,Producer: Jan Grippo,NA
G.I. Jane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Reginald Le Borg,NA,NA,Producer: Murray Lerner,NA
The Girl on the Bridge,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,3.4,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Hugo Haas,NA,NA,Producer: Hugo Haas,NA
Go for Broke!,NA,NA,NA,NA,NA,6.7,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,3.337 million USD,"May 4, 1951 (USA)",Director: Robert Pirosh,NA,NA,NA,NA
Gold Raiders,NA,NA,NA,NA,NA,5.8,50,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Edward Bernds,NA,NA,"Jack Schwarz, Bernard Glasser",NA
Golden Girl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1.5 million USD (US rentals),NA,Director: Lloyd Bacon,NA,NA,Producer: George Jessel,NA
The Golden Horde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5 million USD (US rentals),NA,Director: George Sherman,NA,NA,NA,NA
"Goodbye, My Fancy",NA,NA,NA,NA,NA,5.9,29,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1.358 million USD,NA,Director: Vincent Sherman,NA,NA,NA,NA
The Great Caruso,G 1951 ‧ Musical/Drama ‧ 1h 49m,1951,Musical/Drama,1h 49m,G,6.5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,Director: Richard Thorpe,NA,NA,NA,NA
The Great Missouri Raid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,February 1951 (USA),Director: Gordon Douglas,NA,NA,Producer: Nat Holt,NA
The Groom Wore Spurs,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 14, 1951 (USA)",Director: Richard Whorf,NA,NA,Producer: Howard Welsch,NA
Grounds for Marriage,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587 million USD,NA,Director: Robert Z. Leonard,NA,NA,NA,NA
Gunplay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145,000 USD",NA,Director: Lesley Selander,NA,NA,Producer: Herman Schlom,NA
The Guy Who Came Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Joseph M. Newman,NA,NA,Producer: Julian Blaustein,NA
Half Angel,NA,NA,NA,NA,NA,6,17,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5 million USD (US rentals),NA,Director: Richard Sale,NA,NA,Producer: Julian Blaustein,NA
Halls of Montezuma,NA,NA,NA,NA,NA,6.6,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,2.65 million USD (US rentals),"January 4, 1951 (USA)",Director: Lewis Milestone,NA,NA,Producer: Robert Bassler,NA
"Hard, Fast and Beautiful",NA,NA,NA,NA,NA,6.2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 23, 1951 (San Francisco)",Director: Ida Lupino,NA,NA,Producer: Collier Young,NA
The Harlem Globetrotters,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,"Phil Brown, Will Jason",NA,NA,Producer: E. Maurice Adler,NA
Havana Rose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: William Beaudine,NA,NA,Producer: Sidney Picker,NA
He Ran All the Way,NA,NA,NA,NA,NA,7,100,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,Director: John Berry,NA,NA,"John Garfield, Bob Roberts",NA
Heart of the Rockies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: William Witney,NA,NA,NA,NA
Her First Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Seymour Friedman,NA,NA,NA,NA
Here Comes the Groom,NA,NA,NA,NA,NA,6.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2.55 million USD (US rentals),NA,Director: Frank Capra,NA,NA,NA,NA
The Highwayman,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lesley Selander,NA,NA,"Hal E. Chester, Jack Dietz",NA
The Hills of Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: John English,NA,NA,Producer: Armand Schaefer,NA
His Kind of Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"August 21, 1951 (Chicago)",Director: John Farrow,NA,NA,"John Farrow, Robert Fellows, Robert Sparks",NA
Hollywood Story,NA,NA,NA,NA,NA,6.7,43,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: William Castle,NA,NA,Producer: Leonard Goldstein,NA
Home Town Story,NA,NA,NA,NA,NA,5,25,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"334,000 USD","May 18, 1951 (USA)",Director: Arthur Pierson,NA,NA,Producer: Arthur Pierson,NA
Honeychile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Robert G. Springsteen,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Hoodlum,R 1951 ‧ Noir/Drama ‧ 1h 1m,1951,Noir/Drama,1h 1m,R,6.3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"July 5, 1951 (USA)",Director: Max Nosseck,NA,NA,Producer: Maurice Kosloff,NA
Hot Lead,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"October 1, 1951 (USA)",Director: Stuart Gilmore,NA,NA,Producer: Herman Schlom,NA
The House on Telegraph Hill,NA,NA,NA,NA,NA,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"January 20, 2012 (USA)",Director: Robert Wise,NA,NA,NA,NA
Hunt the Man Down,NA,NA,NA,NA,NA,6.4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,Director: George Archainbaud,NA,NA,Producer: Lewis J. Rachmil,NA
Hurricane Island,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lew Landers,NA,NA,Producer: Sam Katzman,NA
I Can Get It for You Wholesale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425 million USD (US rental),NA,Director: Michael Gordon,NA,NA,Producer: Sol C. Siegel,NA
I'd Climb the Highest Mountain,NA,NA,NA,NA,NA,6.8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,Director: Henry King,NA,NA,NA,NA
I Want You,NA,NA,NA,NA,NA,6.3,29,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5 million USD (US rentals),"December 22, 1951 (USA)",Director: Mark Robson,NA,NA,NA,NA
I Was an American Spy,NA,NA,NA,NA,NA,6.6,33,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April 14, 1951 (USA)",Director: Lesley Selander,NA,NA,"David Weissman, Ben Schwalb, David Diamond",NA
I Was a Communist for the FBI,NA,NA,NA,NA,NA,6.1,56,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,Director: Gordon Douglas,NA,NA,NA,NA
I'll Get You for This,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 3, 1951 (USA)",Director: Joseph M. Newman,NA,NA,Producer: Joe Kaufmann,NA
I'll Never Forget You,NA,NA,NA,NA,NA,7.1,14,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1.75 million USD (US rentals),NA,Director: Roy Ward Baker,NA,NA,Producer: Sol C. Siegel,NA
I'll See You in My Dreams,NA,NA,NA,NA,NA,6.8,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2.9 million USD (US rentals),"December 6, 1951 (USA)",Director: Michael Curtiz,NA,NA,NA,NA
In Old Amarillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: William Witney,NA,NA,NA,NA
Inside Straight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"769,000 USD","March 2, 1951 (USA)",Director: Gerald Mayer,NA,NA,NA,NA
Inside the Walls of Folsom Prison,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Crane Wilbur,NA,NA,Producer: Bryan Foy,NA
Insurance Investigator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: George Blair,NA,NA,Producer: William T. Lackey,NA
Iron Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 million USD (US rentals),NA,Director: Joseph Pevney,NA,NA,Producer: Aaron Rosenberg,NA
It's a Big Country,NA,NA,NA,NA,NA,6.1,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"655,000 USD",NA,"Don Hartman, Don Weis, Richard Thorpe, Clarence Brown, John Sturges, William A. Wellman, Charles Vidor",NA,NA,NA,NA
Jim Thorpe – All-American,NA,NA,NA,NA,NA,7,55,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Director: Michael Curtiz,NA,NA,Producer: Everett Freeman,NA
Joe Palooka in Triple Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Reginald Le Borg,NA,NA,NA,NA
Journey into Light,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 28, 1951 (St. Louis)",Director: Stuart Heisler,NA,NA,"Anson Bond, Joseph Bernhard",NA
Jungle Manhunt,NA,NA,NA,NA,NA,5.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lew Landers,NA,NA,Producer: Sam Katzman,NA
Katie Did It,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Fred de Cordova,NA,NA,Producer: Leonard Goldstein,NA
Kentucky Jubilee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Ron Ormond,NA,NA,Producer: June Carr,NA
The Kid from Amarillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Ray Nazarro,NA,NA,Producer: Colbert Clark,NA
Kind Lady,NA,NA,NA,NA,NA,6.9,61,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"500,000 USD",NA,Director: John Sturges,NA,NA,NA,NA
Korea Patrol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 15, 1951 (USA)",Director: Max Nosseck,NA,NA,"Jack Schwarz, Walter Shenson",NA
Pardon My French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Bernard Vorhaus,NA,NA,NA,NA
The Lady from Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Joseph Pevney,NA,NA,Producer: Leonard Goldstein,NA
The Lady Pays Off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Douglas Sirk,NA,NA,Producer: Albert J. Cohen,NA
Law of the Badlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December 27, 1950 (USA)",Director: Lesley Selander,NA,NA,Producer: Herman Schlom,NA
The Law and the Lady,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36 million USD,NA,Director: Edwin H. Knopf,NA,NA,NA,NA
Lawless Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lewis D. Collins,NA,NA,Producer: Vincent M. Fennelly,NA
The Last Outpost,NA,NA,NA,NA,NA,5.9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,Director: Lewis R. Foster,NA,NA,"William H. Pine, William C. Thomas",NA
Leave It to the Marines,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Sam Newfield,NA,NA,Producer: Sigmund Neufeld,NA
The Lemon Drop Kid,NA,NA,NA,NA,NA,7.1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2.3 million USD (US rentals),"March 8, 1951 (USA)",Director: Sidney Lanfield,NA,NA,NA,NA
Let's Go Navy!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July 29, 1951 (USA)",Director: William Beaudine,NA,Live Wires,Producer: Jan Grippo,NA
Let's Make It Legal,NA,NA,NA,NA,NA,6.2,38,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.25 million USD (US rentals),NA,Director: Richard Sale,NA,NA,Producer: Robert Bassler,NA
The Light Touch,NA,NA,NA,NA,NA,5.9,33,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.281 million USD,NA,Director: Richard Brooks,NA,NA,NA,NA
Lightning Strikes Twice,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,"March 10, 1951 (USA)",Director: King Vidor,NA,NA,NA,NA
The Lion Hunters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Ford Beebe,NA,NA,Producer: Walter Mirisch,NA
Little Big Horn,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500,000 USD",NA,Director: Charles Marquis Warren,NA,NA,NA,NA
Little Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1 million USD (US rentals),NA,Director: Fred de Cordova,NA,NA,Producer: Jack J. Gross,NA
The Longhorn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lewis D. Collins,NA,NA,Producer: Vincent M. Fennelly,NA
Lorna Doone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Phil Karlson,NA,NA,Producer: Edward Small,NA
Lost Continent,NA,NA,NA,NA,NA,3.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,Director: Sam Newfield,NA,NA,NA,NA
Love Nest,NA,NA,NA,NA,NA,6.2,35,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,Director: Joseph M. Newman,NA,NA,Producer: Jules Buck,NA
Lullaby of Broadway,NA,NA,NA,NA,NA,6.8,79,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,Director: David Butler,NA,NA,NA,NA
M,NA,NA,NA,NA,NA,6.8,57,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,March 1951 (USA),Director: Joseph Losey,NA,NA,NA,NA
Ma and Pa Kettle Back on the Farm,NA,NA,NA,NA,NA,7.1,64,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2.35 million USD (US rentals),"May 10, 1951 (New York)",Director: Edward Sedgwick,NA,Ma and Pa Kettle Series,NA,NA
The Magic Carpet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lew Landers,NA,The Magic Carpet,Producer: Sam Katzman,NA
The Magic Face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Frank Tuttle,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Man from Planet X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1.2 million USD,"March 9, 1951 (USA)",Director: Edgar G. Ulmer,NA,NA,NA,"50,000 USD"
Man from Sonora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Lewis D. Collins,NA,NA,Producer: Vincent M. Fennelly,NA
Man in the Saddle,NA,NA,NA,NA,NA,6.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,Director: André De Toth,NA,NA,NA,NA
The Man with My Face,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Edward Montagne,NA,NA,Producer: Ed Gardner,NA
The Man with a Cloak,NA,NA,NA,NA,NA,6.7,48,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"763,000 USD",NA,Director: Fletcher Markle,NA,NA,NA,NA
The Mark of the Renegade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Hugo Fregonese,NA,NA,Producer: Jack J. Gross,NA
Mask of the Avenger,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June 27, 1951 (USA)",Director: Phil Karlson,NA,NA,Producer: Hunt Stromberg,NA
Mask of the Dragon,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Sam Newfield,NA,NA,Producer: Sigmund Neufeld,NA
The Mating Season,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1.625 million USD (US rentals),NA,Director: Mitchell Leisen,Bronze Bear,NA,NA,NA
Meet Me After the Show,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 million USD (US rentals),"August 15, 1951 (USA)",Director: Richard Sale,NA,NA,Producer: George Jessel,NA
Million Dollar Pursuit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Robert G. Springsteen,NA,NA,Producer: Stephen Auer,NA
A Millionaire for Christy,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 million USD (US rentals),NA,Director: George Marshall,NA,NA,Producer: Bert E. Friedlob,NA
Missing Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Philip Ford,NA,NA,Producer: Stephen Auer,NA
The Mob,NA,NA,NA,NA,NA,7.1,80,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,Director: Robert Parrish,NA,NA,Producer: Jerry Bresler,NA
The Model and the Marriage Broker,NA,NA,NA,NA,NA,7.1,100,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1.5 million USD (US rentals),November 1951 (USA),Director: George Cukor,NA,NA,NA,NA
Montana Desperado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Wallace Fox,NA,NA,Producer: Vincent M. Fennelly,NA
